Year,Gini_Index,Education_Spending_%GDP,Unemployment_%,Country_Canada,Country_China,Country_France,Country_Germany,Country_India,Country_Indonesia,Country_Japan,Country_South Africa,Country_UK,Country_USA
2009,-0.36097873330218744,-1.1217678836219622,-0.404723278962718,False,False,False,False,True,False,False,False,False,False
2018,0.9925181656517372,0.3992914766160102,-0.5669679676740462,False,False,False,False,True,False,False,False,False,False
2017,-0.5393630506895818,-0.35244717704164397,-0.9339147355984959,False,False,False,False,False,False,False,False,False,False
2004,-0.0548000265067022,-1.1879648162430532,-0.6278469650007177,False,False,False,False,False,False,False,False,False,True
2018,-0.8921392330010532,0.029669538663678205,-1.4958726525477504,False,False,False,False,False,False,False,False,False,False
2022,7.433403804861651,-0.21877929419602957,0.7954678768105953,False,False,False,False,False,False,False,False,False,True
2021,0.8577190738882315,-1.719331979673716,-1.1001891092326521,False,False,False,False,False,False,False,False,False,True
2015,-0.2094712163810576,-1.1030528485469593,0.7265184309319634,False,False,False,False,False,False,False,False,False,True
2000,-0.42837748346900534,1.7665977753977293,1.2275093401002826,False,False,False,False,True,False,False,False,False,False
2011,-0.10186561209190188,0.01612306100494538,-0.8145416377887057,False,False,False,False,False,False,False,False,False,False
2023,-0.19649899659481596,1.257679929961177,-0.608034258378188,False,False,False,False,False,False,False,False,False,False
2001,-1.4474963946945,0.23935178468638063,0.4194315164485796,False,False,False,False,False,False,False,False,False,True
2020,0.8880580808469309,1.1502060063580903,-0.49288573944324715,False,False,False,False,True,False,False,False,False,False
2007,-0.2753328524759074,0.48163695047373584,-0.8473718117924237,False,False,False,False,True,False,False,False,False,False
2017,1.6125524271177845,-0.9921834952109038,-5.777342493291899e-16,False,False,False,False,False,False,False,False,False,False
2015,0.30107850192312846,0.5317525754402557,-0.7896327720216502,False,False,False,False,True,False,False,False,False,False
2004,-2.3128566401374973,-0.998510374085341,2.0188126882758954,False,False,False,False,True,False,False,False,False,False
2021,-1.2119446766423234,0.848228785456351,0.4810649730149173,False,False,False,False,False,False,False,False,False,True
2012,-1.9797473451328365,0.14997130413174373,0.5860467503431568,False,False,False,False,True,False,False,False,False,False
2018,-1.2229804183242492,-0.045237537306699334,-0.15460882136319945,False,False,False,False,False,False,False,False,False,True
2002,-1.5245776277281788,-0.4939382735346451,1.7507214945224014,False,False,False,False,False,False,False,False,False,False
2007,0.1507493993122266,0.7197660340206781,-0.7915937197960972,False,False,False,False,True,False,False,False,False,False
2011,-0.35433756548784184,-0.21834382014357048,0.6751838882477036,False,False,False,False,False,False,False,False,False,False
2001,0.5841746783610778,-1.9376230326401953,-1.372690266213625,False,False,False,False,False,False,False,False,False,False
2010,-0.10742596083465239,-1.7456597415919122,2.1708978435016633,False,False,False,False,True,False,False,False,False,False
2011,-0.2870318108806109,-1.3090516132454435,0.7329817265471813,False,False,False,False,True,False,False,False,False,False
2017,1.7056966729542251,0.7057712600592517,-0.9840421950709056,False,False,False,False,False,False,False,False,False,False
2012,0.12432951980989397,0.7804105963290948,0.4459414261547371,False,False,False,False,True,False,False,False,False,False
2004,-0.1450969513386266,0.25522693977729344,0.9699285249452003,False,False,False,False,False,False,False,False,False,True
2021,-0.8316257857798862,0.2448372091419002,-0.9393143181084396,False,False,False,False,False,False,False,False,False,True
2011,-1.1180513434864339,1.3552729657939027,-0.5161367367318543,False,False,False,False,True,False,False,False,False,False
2001,0.6107866292619768,0.27274179886015026,-1.0363691304792684,False,False,False,False,False,False,False,False,False,False
2004,0.5576668088480791,0.5624485037445134,0.4002054035344354,False,False,False,False,True,False,False,False,False,False
2006,1.3223172709549689,-0.07420206868041475,0.11072026424346736,False,False,False,False,True,False,False,False,False,False
2023,0.3517920205984934,-0.5160385345639267,-0.036353274585095186,False,False,False,False,False,False,False,False,False,False
2011,-0.4227457945841864,-0.33862004763155173,-0.8529607755010608,False,False,False,False,False,False,False,False,False,False
2015,0.380302610372872,1.9485327382383217,-0.26888451448386874,False,False,False,False,False,False,False,False,False,True
2022,-0.14490961283959192,-1.1299320679352016,-0.7653360331306868,False,False,False,False,False,False,False,False,False,False
2007,0.6950642892005354,0.2447418378952799,0.40592057020944483,False,False,False,False,False,False,False,False,False,True
2008,1.1115905920421225,-1.5505381953041302,-1.0942921327534045,False,False,False,False,False,False,False,False,False,False
2014,-0.22329984224919713,-0.6626883926763039,-0.8465356178768179,False,False,False,False,True,False,False,False,False,False
2004,1.4872865662979304,0.6956119179725105,0.728502464098637,False,False,False,False,False,False,False,False,False,True
2012,0.9819246627058875,-1.8395697444220296,-0.49620562735561186,False,False,False,False,False,False,False,False,False,True
2004,-0.05787774738046706,0.8240623740217146,1.651131773300831,False,False,False,False,False,False,False,False,False,True
2010,0.5221801316564054,1.9453682012043578,0.12430339761744848,False,False,False,False,True,False,False,False,False,False
2009,0.19776217542571092,0.2946341867486136,-1.836195916253434,False,False,False,False,True,False,False,False,False,False
2019,-0.054049841109409975,1.1745179895683215,-1.3591418649584919,False,False,False,False,True,False,False,False,False,False
2012,1.6257021921079582,0.1797150621772658,-0.6429521977501181,False,False,False,False,True,False,False,False,False,False
2008,0.38615967340970503,0.6340549022784981,0.657649954910708,False,False,False,False,True,False,False,False,False,False
2020,-0.8205474496933681,0.38157307406918295,0.5585711554818744,False,False,False,False,False,False,False,False,False,True
2013,-0.9866451492900185,-0.5641175227558825,-0.5388938511127345,False,False,False,False,True,False,False,False,False,False
2017,-0.9503412827648289,-0.652058268479164,1.1354300565116633,False,False,False,False,False,False,False,False,False,True
2014,0.3612008184710764,1.0955745144719529,0.253744055607057,False,False,False,False,True,False,False,False,False,False
2009,-0.3769234345052312,-0.10507664018474538,-0.3783807359916,False,False,False,False,False,False,False,False,False,False
2023,0.22245178483309933,-0.20276202118430514,1.0776015153415368,False,False,False,False,False,False,False,False,False,True
2006,0.7581375821680252,-0.22308721480483643,-0.8547929655086766,False,False,False,False,False,False,False,False,False,False
2007,1.7283520453313879,0.2369857183109635,0.47463192594521586,False,False,False,False,False,False,False,False,False,True
2002,-0.35645853120921484,-1.2268753508157928,0.574207574031136,False,False,False,False,False,False,False,False,False,False
2014,-1.3246835027205235,-0.24237400830743155,0.5364103962118673,False,False,False,False,True,False,False,False,False,False
2015,1.5184562460995292,0.24106011502653069,-0.21880421127273955,False,False,False,False,True,False,False,False,False,False
2003,-1.3678066164168987,-1.3186803316151645,0.7827877749938111,False,False,False,False,True,False,False,False,False,False
2020,-1.4027383023565674,0.14163873831585955,1.729842669771558,False,False,False,False,False,False,False,False,False,True
2005,1.495405418133947,-0.9443972560789309,-0.21852218281996091,False,False,False,False,False,False,False,False,False,False
2000,0.8734594182847819,0.2429029610874181,-0.0011342097504049025,False,False,False,False,True,False,False,False,False,False
2003,0.35705803375314166,2.054249016171083,0.8356448316639741,False,False,False,False,False,False,False,False,False,False
2010,-0.117925939336036,-0.18224669046828484,-0.3262397203613406,False,False,False,False,False,False,False,False,False,False
2011,-0.28605028630593327,-1.1219991388493578,-0.35288523616165673,False,False,False,False,True,False,False,False,False,False
2004,-0.6516598441380087,0.16896677731506698,-1.1989248468480327,False,False,False,False,True,False,False,False,False,False
2022,-0.3249889593282428,0.4016323357519136,-5.777342493291899e-16,False,False,False,False,False,False,False,False,False,False
2020,-0.11570040888453736,-0.9829544510851104,-1.174250340352359,False,False,False,False,True,False,False,False,False,False
2015,-1.2943946764509837,-1.749808802067415,0.7747712204946976,False,False,False,False,True,False,False,False,False,False
2012,-0.8021259724760388,-0.9799484680294926,-5.777342493291899e-16,False,False,False,False,True,False,False,False,False,False
2012,-1.9494264165250605,-0.1110990005467173,0.4076571566462987,False,False,False,False,False,False,False,False,False,True
2016,-0.004368806218890474,-0.5104050730372521,1.3822492821407961,False,False,False,False,False,False,False,False,False,False
2006,-0.004214479462676854,0.9935671667171377,0.08779710419601683,False,False,False,False,False,False,False,False,False,False
2007,1.5061219096969487,0.4437282042194448,-0.9279521074628513,False,False,False,False,False,False,False,False,False,True
2012,0.2599888949528908,0.036410217430609466,-0.19607922585668053,False,False,False,False,False,False,False,False,False,False
2022,-0.5674711458588453,-1.775789867217188,0.30359789249047847,False,False,False,False,True,False,False,False,False,False
2015,-0.25154394022036425,0.5548863315858514,0.30862074475626977,False,False,False,False,False,False,False,False,False,False
2003,0.3588184538272335,1.8782879706475109,0.047213471648727995,False,False,False,False,True,False,False,False,False,False
2007,0.1285840715000351,0.7824277204487581,0.5493242251042326,False,False,False,False,False,False,False,False,False,True
2015,0.4400579604283132,-0.7089789873529692,0.9083117883939906,False,False,False,False,True,False,False,False,False,False
2020,0.26131220600055094,-0.1974442034418526,-0.5351681013677542,False,False,False,False,False,False,False,False,False,False
2009,-0.2979881393912261,0.38678690913369795,1.3036105905575024,False,False,False,False,False,False,False,False,False,False
2011,-0.5494858441847346,1.2969183485890476,0.25460429438057613,False,False,False,False,False,False,False,False,False,False
2011,-0.5972442927195423,-0.7561314192730453,-2.238286096951113,False,False,False,False,False,False,False,False,False,True
2004,-0.8954267180397788,-0.5204137800669948,-0.2502923853740533,False,False,False,False,False,False,False,False,False,True
2015,-1.0347417365721034,-0.10601141394476073,-0.23632922001247159,False,False,False,False,False,False,False,False,False,False
2000,1.5593691661550229,-0.19188121308226244,0.9869003508532564,False,False,False,False,True,False,False,False,False,False
2008,0.03718437067482232,0.7137967497709511,-0.6341439431632164,False,False,False,False,False,False,False,False,False,True
2011,-0.21152662237440145,0.19370641750657772,0.07853757323977884,False,False,False,False,False,False,False,False,False,False
2004,-0.5140380245896118,-1.4345499068920207,-1.451652026152442,False,False,False,False,False,False,False,False,False,False
2021,0.3073523307750644,-0.7080835284913498,-5.777342493291899e-16,False,False,False,False,False,False,False,False,False,True
2019,0.9955291396044941,-0.6798402670626016,0.7106173953440627,False,False,False,False,False,False,False,False,False,True
2021,0.5688303417818091,-2.2369064877962184,-1.2586806225988425,False,False,False,False,False,False,False,False,False,True
2023,0.7449855813382458,0.8484913878701328,0.8754849595574588,False,False,False,False,True,False,False,False,False,False
2002,-0.5945499567176705,0.06627694443678868,1.0452663039381662,False,False,False,False,True,False,False,False,False,False
2004,-0.07725293538138889,-0.5941649663363209,1.1442118634655936,False,False,False,False,False,False,False,False,False,False
2001,-0.5828693111886086,0.8219732972875249,1.4407779877860296,False,False,False,False,False,False,False,False,False,True
2013,0.021481806451922637,0.23200386733053682,0.6893497227490207,False,False,False,False,True,False,False,False,False,False
2001,1.05675136322861,-1.3255834952798446,0.34811987196619615,False,False,False,False,False,False,False,False,False,True
2012,0.31670057709832256,0.5344678597906225,0.5375777867186879,False,False,False,False,False,False,False,False,False,False
2006,1.3712896578859917,1.2834778509063365,0.0025526978205866724,False,False,False,False,True,False,False,False,False,False
2009,-0.3298567744828682,-0.2009219214437929,-0.43152114717193296,False,False,False,False,True,False,False,False,False,False
2012,-0.7903415906657358,-0.12944477138611812,0.6843980044794591,False,False,False,False,True,False,False,False,False,False
2015,0.3812958213700907,0.04207607266578946,0.37115750251803253,False,False,False,False,False,False,False,False,False,False
2013,0.03198671423651455,-1.2586400976471246,0.7919210916198434,False,False,False,False,False,False,False,False,False,True
2010,0.2130442696940403,0.0751024414609561,-0.27053160527415665,False,False,False,False,True,False,False,False,False,False
2009,0.08027177480256772,-0.938383376246452,-0.1846431451816246,False,False,False,False,False,False,False,False,False,False
2005,-0.5038679936999543,-0.0700597735243428,0.13935304402150187,False,False,False,False,False,False,False,False,False,True
2003,0.10027076060807005,0.09911385919245079,-0.1905718810234039,False,False,False,False,False,False,False,False,False,False
2020,0.7909787307494556,0.4571475424317474,2.7057843647775086,False,False,False,False,False,False,False,False,False,True
2000,0.882231606837248,0.4932235794614891,1.8204567203638484,False,False,False,False,False,False,False,False,False,False
2006,-0.5083821117636876,-0.9738969867516726,-0.062812017348313,False,False,False,False,False,False,False,False,False,True
2023,0.13159806197078297,0.1204270674726324,-0.1947007274227698,False,False,False,False,True,False,False,False,False,False
2008,1.238409517417457,0.8744481169668465,0.36819188277893405,False,False,False,False,False,False,False,False,False,True
2007,-0.48917366965834064,-1.1953428021159522,-0.4860057740852484,False,False,False,False,False,False,False,False,False,False
2004,-0.650434437618661,1.6486173864639027,-0.5024406697688363,False,False,False,False,False,False,False,False,False,False
2018,0.6320167374493908,-1.017784015678424,-0.025139452877604183,False,False,False,False,False,False,False,False,False,True
2009,0.4761846555083312,1.5331705003068046,-5.777342493291899e-16,False,False,False,False,True,False,False,False,False,False
2010,-0.8170014407433113,-1.0005325443589883,0.11230221294166134,False,False,False,False,True,False,False,False,False,False
2014,-1.3166096033351622,-0.11881968924096745,0.29409922708636915,False,False,False,False,False,False,False,False,False,True
2005,0.11432239787108624,-0.25293289998161606,-3.171973289722327,False,False,False,False,False,False,False,False,False,True
2014,-0.44539022347599033,-1.4047489112559406,-1.9465946604009274,False,False,False,False,False,False,False,False,False,False
2004,-1.5694099950345661,0.6214023322639225,-0.8941131223750862,False,False,False,False,True,False,False,False,False,False
2018,-0.683970059374337,0.6717771910633736,0.20587355240278354,False,False,False,False,False,False,False,False,False,True
2021,0.46166285188798833,0.5444258688677249,-0.8189815889805198,False,False,False,False,True,False,False,False,False,False
2018,-0.20807080179890228,-0.307461142531992,2.1869791376974868,False,False,False,False,False,False,False,False,False,True
2009,1.3174545561579347,-0.7522117427639133,0.8058921557389885,False,False,False,False,False,False,False,False,False,True
2011,-1.9275044826527672,1.0148221825304584,1.8437060846614106,False,False,False,False,True,False,False,False,False,False
2021,1.114841949065698,0.1457717678168496,0.8113051779555488,False,False,False,False,False,False,False,False,False,True
2003,-0.3790460126642308,-0.8057162571758439,-1.6123559488501644,False,False,False,False,False,False,False,False,False,True
2017,-0.5074092806286449,0.14684422976269368,-1.2042658280139753,False,False,False,False,False,False,False,False,False,False
2015,-1.4513816068908911,-1.7068552011535358,-0.565978498062659,False,False,False,False,False,False,False,False,False,True
2007,0.33950821032124157,0.04210207284625318,-1.233939861774262,False,False,False,False,False,False,False,False,False,True
2003,-1.696145857343097,0.579780805973822,0.9879635041022498,False,False,False,False,False,False,False,False,False,True
2022,0.6528904353929346,-0.2396902650917052,-0.22165809486570692,False,False,False,False,False,False,False,False,False,False
2011,-1.4177805704676658,0.633876282479764,0.13310500684651935,False,False,False,False,True,False,False,False,False,False
2001,-1.2777460025334704,0.7342652149340027,1.276119676626357,False,False,False,False,False,False,False,False,False,False
2003,-1.131642037551498,0.2064793947346238,1.8129128278618258,False,False,False,False,False,False,False,False,False,False
2004,-0.7095040199723309,1.6711520652618919,-0.3317955702611639,False,False,False,False,True,False,False,False,False,False
2002,0.7631823478291498,1.2648281674532964,-1.398428376176908,False,False,False,False,False,False,False,False,False,False
2008,1.2622540961661186,0.5518743184597263,-1.2263957566628547,False,False,False,False,True,False,False,False,False,False
2020,-0.6177011188828305,0.28479013194222913,1.054482244679277,False,False,False,False,False,False,False,False,False,False
2017,-0.11494339976566531,-0.31520465789440394,0.19215088735824326,False,False,False,False,True,False,False,False,False,False
2010,0.36156748158429863,-0.6986451744413306,-0.9354142049567181,False,False,False,False,False,False,False,False,False,True
2002,-0.3660860279661348,0.7188265143859927,0.6237511380504002,False,False,False,False,False,False,False,False,False,False
2022,0.3267851966822777,-0.259063592853443,-1.1170819914639525,False,False,False,False,False,False,False,False,False,False
2001,-0.07720872858610187,-1.0586707182021056,-1.7963302285400162,False,False,False,False,False,False,False,False,False,False
2008,-0.29871258101464726,-0.8507255660716492,-2.0259488578135687,False,False,False,False,False,False,False,False,False,False
2013,-1.3346893420803192,-0.7212391746126042,-1.4778389016505613,False,False,False,False,False,False,False,False,False,True
2003,0.058797389722375824,1.6569074982697207,1.0621996281736965,False,False,False,False,False,False,False,False,False,False
2008,0.7776600706761744,0.7682215609672426,-0.26464094432965996,False,False,False,False,False,False,False,False,False,True
2012,-0.7648646866847713,-0.030025877539232776,-0.09997996515323951,False,False,False,False,False,False,False,False,False,True
2017,-1.8218362004643518,0.34250601900536126,0.11542585874528791,False,False,False,False,False,False,False,False,False,True
2014,-0.3574155035700651,0.4564020639029616,-1.0529389441028922,False,False,False,False,False,False,False,False,False,True
2009,1.2674182870514652,-0.9159083291676747,-0.5350158129880987,False,False,False,False,True,False,False,False,False,False
2015,1.0028889474207963,-1.2092596953144554,-0.4411043613939267,False,False,False,False,True,False,False,False,False,False
2011,-0.5891615220015455,0.9681039273698415,-0.9753588097558944,False,False,False,False,False,False,False,False,False,False
2019,0.33101077919263633,-1.3879887639716701,-0.5410365676240138,False,False,False,False,True,False,False,False,False,False
2004,0.47137647730835314,-0.08076146464819432,-0.1857007716774683,False,False,False,False,True,False,False,False,False,False
2001,1.2501579945339627,-0.7718082064821147,-0.308845512081053,False,False,False,False,False,False,False,False,False,False
2009,-1.450838426427821,0.15317605627283254,0.3556619447450006,False,False,False,False,False,False,False,False,False,False
2000,-1.0229364006723876,-0.3119485638793496,-0.5408330758617264,False,False,False,False,False,False,False,False,False,False
2006,-1.8586836294952334,0.4602801898093813,1.4403142990515663,False,False,False,False,True,False,False,False,False,False
2016,-0.6761596804589963,-2.3313430217789795,-1.0746530945752109,False,False,False,False,True,False,False,False,False,False
2015,0.8735251816136205,1.0359312056558576,-0.5844046025250587,False,False,False,False,False,False,False,False,False,False
2023,-0.570737201452942,0.6578928069207896,0.31743259658971257,False,False,False,False,False,False,False,False,False,True
2002,-1.235540580667327,0.9288592055086714,0.5356038158360592,False,False,False,False,False,False,False,False,False,False
2013,0.12771698626831524,0.8158676101989181,-1.2438507485085324,False,False,False,False,False,False,False,False,False,True
2009,0.15057295186408048,0.24423799918263434,-0.1672393338578876,False,False,False,False,False,False,False,False,False,True
2021,-0.9769456235454013,-0.6929409977393464,0.7131089494222251,False,False,False,False,False,False,False,False,False,False
2006,-0.5230637198346225,0.36652681786576335,-1.630659685170787,False,False,False,False,False,False,False,False,False,False
2016,0.06015931263143717,0.22043314317525306,-0.15268158470116894,False,False,False,False,False,False,False,False,False,False
2005,0.5890124207069141,0.7964152712918786,-1.5178038004606282,False,False,False,False,True,False,False,False,False,False
2022,-0.6499246492236083,0.5462984409103885,-0.860188848497242,False,False,False,False,False,False,False,False,False,True
2021,-0.7779201395277924,0.02880106401871715,0.016484799337133003,False,False,False,False,True,False,False,False,False,False
2003,1.6251778182191485,0.3613232852485559,-0.2790531474474737,False,False,False,False,True,False,False,False,False,False
2016,-0.316979959137844,0.44825848978690025,-1.1798995221559836,False,False,False,False,False,False,False,False,False,False
2008,0.14796645090747204,1.004199449195098,1.1247306441250977,False,False,False,False,True,False,False,False,False,False
2003,0.502303334400412,1.63956850635068,-0.39255303273670483,False,False,False,False,False,False,False,False,False,False
2006,-1.6607273631602273,0.522192864690449,0.4695296215150675,False,False,False,False,False,False,False,False,False,True
2022,-0.09004123123238802,0.45281406489692066,1.3982791337099874,False,False,False,False,False,False,False,False,False,False
2001,-1.5353380275627297,-0.282458263626097,-0.7269863331908888,False,False,False,False,True,False,False,False,False,False
2016,-0.18974399295563132,-0.40051655691930366,0.533653660732167,False,False,False,False,True,False,False,False,False,False
2023,1.1460463624349082,-0.7758251317891953,0.3380770273027343,False,False,False,False,False,False,False,False,False,False
2007,-0.9604415561745278,-3.2032234118373673,-1.422791192447617,False,False,False,False,False,False,False,False,False,False
2022,-1.5537266944227763,-0.8870821135987164,1.1109070918917658,False,False,False,False,True,False,False,False,False,False
2014,1.6030888337651463,-0.23313694690720313,0.03148593957414314,False,False,False,False,False,False,False,False,False,True
2014,-1.092420658996619,-0.36415607931693866,-0.5868921955707607,False,False,False,False,False,False,False,False,False,True
2007,-1.4046482257278772,0.38435760556643395,-1.6472778436917217,False,False,False,False,False,False,False,False,False,False
2015,1.3644656693282111,-0.852553161425287,-1.310323726469657,False,False,False,False,False,False,False,False,False,True
2018,-1.1274277201264804,-0.8093634581149727,-0.17288242733108544,False,False,False,False,True,False,False,False,False,False
2010,1.3874550637604026,-2.137598184568034,-1.3723585607177906,False,False,False,False,False,False,False,False,False,False
2001,0.16986678824373178,0.39890402793654983,0.5503737432724494,False,False,False,False,True,False,False,False,False,False
2022,1.0668468956442372,-0.9347903536795449,-0.4368164102212673,False,False,False,False,True,False,False,False,False,False
2023,0.09168196082452601,-0.7661939672554662,-1.590481923075621,False,False,False,False,False,False,False,False,False,True
2016,0.8854244412065069,0.4904663871124545,-0.713843786924459,False,False,False,False,False,False,False,False,False,False
2015,-0.8893668930445313,-0.9297810631489926,-1.1040698730545102,False,False,False,False,False,False,False,False,False,False
2014,-0.6185975206144022,0.30952574946027006,-1.2613973184504939,False,False,False,False,False,False,False,False,False,True
2012,-1.9526179766618297,-1.247582894698799,-2.2283281299016076,False,False,False,False,True,False,False,False,False,False
2014,0.7895673027691745,-0.08438377109934599,0.030091314436940915,False,False,False,False,True,False,False,False,False,False
2003,0.2990832407515962,-0.6618399353324369,-0.9976638705702446,False,False,False,False,True,False,False,False,False,False
2015,-0.9683078688549289,-0.32494207503552874,1.7640287202731955,False,False,False,False,True,False,False,False,False,False
2011,-1.6269893501938695,1.4195852895051384,0.9014611495749733,False,False,False,False,False,False,False,False,False,False
2003,0.17672588254549568,-1.6721062829899311,1.5248417984922331,False,False,False,False,False,False,False,False,False,False
2002,1.4150256000889525,1.3319953336452628,0.6311715385043468,False,False,False,False,False,False,False,False,False,True
2021,-0.19612447465166682,-0.9651483493960072,-0.6374310089148881,False,False,False,False,False,False,False,False,False,True
2016,-0.658428067714463,0.7890756503330483,0.24920852284323602,False,False,False,False,False,False,False,False,False,False
2021,-0.9059103362517679,0.9835816216982839,-0.3624035640370363,False,False,False,False,False,False,False,False,False,False
2017,1.0361071630258984,0.35870742653196636,0.26535224337539426,False,False,False,False,True,False,False,False,False,False
2017,-0.7657262362007725,-1.2591790987951925,0.8026209975697473,False,False,False,False,True,False,False,False,False,False
2022,-0.4032727639957899,0.20364781082622357,0.5159523799144604,False,False,False,False,False,False,False,False,False,True
2016,0.8517011104806508,2.4477547208085224,-0.05886122994485927,False,False,False,False,False,False,False,False,False,False
2011,0.49263655935468414,-0.052632576807070494,-0.0027712502772739346,False,False,False,False,False,False,False,False,False,True
2022,-0.3692809136062014,-0.16257710298845832,0.14726476368264904,False,False,False,False,False,False,False,False,False,False
2020,-0.6944282940172695,-0.2570064044760518,1.0119763240546154,False,False,False,False,True,False,False,False,False,False
2023,1.2281658974912752,0.44220765076851376,-0.5447702424366742,False,False,False,False,False,False,False,False,False,True
2003,-1.0651635075150843,-0.14919769932298096,-0.3194330532866059,False,False,False,False,False,False,False,False,False,True
2011,-0.2603640953752147,0.2155798667842425,-0.5621438416068523,False,False,False,False,False,False,False,False,False,False
2022,-1.4111299786105862,-0.350481064610806,0.06696297914018486,False,False,False,False,True,False,False,False,False,False
2021,0.9823864557515914,-1.0804078903880179,0.5542186214464556,False,False,False,False,False,False,False,False,False,True
2020,-0.49538685840359226,2.214729304642092,0.22537290398988322,False,False,False,False,True,False,False,False,False,False
2019,-0.6950046200809257,-0.158490003736128,-0.12327527916147155,False,False,False,False,False,False,False,False,False,True
2014,0.5141144044890339,3.0745728488202935,0.9797096730868134,False,False,False,False,True,False,False,False,False,False
2022,-1.3397518900732224,0.35326480690556505,-0.841924263910605,False,False,False,False,False,False,False,False,False,False
2015,0.49077110557923415,0.5250383947504683,-1.5303696204421589,False,False,False,False,False,False,False,False,False,True
2004,-0.3938254172192856,-0.36712320357924255,0.24673914055598536,False,False,False,False,False,False,False,False,False,True
2020,-1.1441522133623336,-0.6454594888834261,-0.10628285816176293,False,False,False,False,True,False,False,False,False,False
2014,-0.9531534212063829,-0.3449341773384239,-0.2300669624329185,False,False,False,False,True,False,False,False,False,False
2016,-0.6813032558613341,-0.8803120663983642,-1.3544087538066383,False,False,False,False,False,False,False,False,False,True
2017,-0.46799229968301126,-0.9709425861957636,0.12677631061132782,False,False,False,False,False,False,False,False,False,False
2004,-1.1381361961958107,1.687372136169345,1.6844637774212983,False,False,False,False,True,False,False,False,False,False
2012,0.18800875852055596,0.7210507066385595,-1.3661955114051414,False,False,False,False,True,False,False,False,False,False
2018,-1.1614038420872885,1.4063442764885135,-0.22028592970878727,False,False,False,False,True,False,False,False,False,False
2012,-2.174326629479756,1.0400811067689653,0.006657730303830749,False,False,False,False,False,False,False,False,False,True
2017,1.6314530156329774,-0.6537154428313183,-0.5001504360164603,False,False,False,False,False,False,False,False,False,True
2013,0.10221728877488369,-1.5743780950449222,0.09340850216338202,False,False,False,False,False,False,False,False,False,True
2003,1.7112787975196948,-0.5151438449095093,-0.5031710538727973,False,False,False,False,False,False,False,False,False,True
2003,-1.0005809795861433,0.026447362608643065,0.08286057575732939,False,False,False,False,False,False,False,False,False,False
2019,0.3525764234412572,1.0591587647963912,-0.31570134286581525,False,False,False,False,False,False,False,False,False,False
2019,0.7210211486582758,-0.11723433366036094,-0.5917609621976673,False,False,False,False,False,False,False,False,False,True
2018,-0.24176578993029973,2.8469054562355645,-0.1422052223851,False,False,False,False,False,False,False,False,False,False
2012,-1.356569922562909,-0.488213002561393,0.40256855951096565,False,False,False,False,True,False,False,False,False,False
2011,-0.3085018446186401,0.5162816846644728,-1.5866286871375128,False,False,False,False,True,False,False,False,False,False
2006,0.482790968354237,-0.6509870802845005,0.6100433173808234,False,False,False,False,True,False,False,False,False,False
2011,0.4488819768935568,0.3349824690158095,-0.7751178015338908,False,False,False,False,False,False,False,False,False,True
2020,-0.07503183455331223,-0.18686804893990586,0.536398243317023,False,False,False,False,True,False,False,False,False,False
2003,0.7234008983044702,-0.3076400458478895,-0.7205135089876865,False,False,False,False,False,False,False,False,False,False
2001,0.6814754501154127,-0.6708082651515944,0.6289997649174285,False,False,False,False,False,False,False,False,False,True
2001,-0.5387156024386451,0.0811099195626746,-0.11476303789257451,False,False,False,False,False,False,False,False,False,False
2004,-1.4240474634554376,0.7567858864708228,-0.9738383059849023,False,False,False,False,True,False,False,False,False,False
2022,0.09556131131444232,-1.0203802765431373,-0.49512143551856086,False,False,False,False,True,False,False,False,False,False
2009,-0.7367612587928558,-0.1113161487181211,1.0976676421906777,False,False,False,False,True,False,False,False,False,False
2009,0.054094640011205335,0.42020029544068793,-0.01643182162945478,False,False,False,False,False,False,False,False,False,True
2008,1.1215368668154426,0.6063876132167871,-0.5139086658419594,False,False,False,False,False,False,False,False,False,False
2012,0.3150024585468169,1.7643235590569537,1.0458280344577702,False,False,False,False,False,False,False,False,False,True
2006,1.0777707469566287,0.504135405599973,0.7673904154091677,False,False,False,False,False,False,False,False,False,True
2004,-0.9719985654592093,-0.4561537722059923,-0.8868144168299029,False,False,False,False,True,False,False,False,False,False
2009,0.8923111177445465,-0.6209731950280516,-0.2665225443369008,False,False,False,False,False,False,False,False,False,True
2009,1.4155970759679717,-0.6329992388834317,-1.7866939064767653,False,False,False,False,False,False,False,False,False,True
2005,-0.016453390575778666,-0.687669659882926,0.7837690165083439,False,False,False,False,True,False,False,False,False,False
2018,1.9889014224857848,0.14802066996282626,-0.0630327694208029,False,False,False,False,False,False,False,False,False,True
2020,-0.8351700296315413,0.34898192020039775,0.5868785953926289,False,False,False,False,True,False,False,False,False,False
2007,-0.6410082111059114,0.7453765240198836,-1.952167788589356,False,False,False,False,True,False,False,False,False,False
2000,0.5036983623126206,0.5888278998290991,-0.34103535111117517,False,False,False,False,True,False,False,False,False,False
2016,-0.025208065015961113,1.1590084106444811,0.09651721951582987,False,False,False,False,True,False,False,False,False,False
2006,-0.7334480031845337,-0.7199939816351734,-2.1337830738089174,False,False,False,False,False,False,False,False,False,True
2013,0.4763133311435582,1.5420416486400212,0.5734070939219148,False,False,False,False,True,False,False,False,False,False
2020,0.2422126503146155,-0.6814676903111277,-0.3826062524423551,False,False,False,False,True,False,False,False,False,False
